Question,Subj_Q,Answer,Subj_A
كيف أقدر أن أعمل bot يأخذ من ملف إكسيل ويملأ بها بيانات معينة في موقع عرض منتجات مثل OLX عن طريق لغة Python ,0,لإنشاء بوت يستخدم بيانات من ملف إكسل ويملأ بها بيانات على موقع OLX عن طريق Python   يمكن اتباع الخطوات التالية بعد إتمام هذه الخطوات   ستكون قادر ا على إنشاء بوت يستخدم بيانات من ملف Excel ويملأها بيانات على موقع OLX باستخدام Pythonيمكن توضيح بعض الخطوات بشكل أفضل تحميل الصوريجب تحميل الصور إلى OLX قبل نشر الإعلان  ويمكن القيام بذلك باستخدام Selenium ومكتبة PyAutoGUI  كما يلي import pyautogui import timeالنقر على زر تحميل الصورupload_btn   driver find_element_by_xpath    button text    Upload photo     upload_btn click  انتظار حتى تظهر نافذة تحميل الصورtime sleep 2 تحديد موقع الملف الذي سيتم تحميله والنقر على زر افتحpyautogui write  path to image_file png   pyautogui press  enter   time sleep 2  pyautogui press  enter  الانتظار حتى يتم تحميل الصورةtime sleep 10 النقر على زر نشر الإعلانsubmit_btn   driver find_element_by_xpath    button text    Submit     submit_btn click  تأكيد الإعلانconfirm_btn   driver find_element_by_xpath    button text    Confirm     confirm_btn click  الانتظار حتى يتم نشر الإعلانtime sleep 5 إغلاق المتصفحdriver quit  ارجو ان اكون قد افدتك,0
لمادا ايجاد الصفحات المزورة هين الى هده الدرجة و ادا ما كان هين فلمادا لايستعمل الكثير من الاشخاص الصفحات المزورة اعتقد ان هادا غير منطقي البتة ,1,عمل صفحة مزورة  على غرار ما يتم في عمليات phishing لا يتطلب كثير من المهارات بسبب وجود أدوات هندسة اجتماعية قادرة على محاكاة أي صفحة وعمل نسخة منها ولكن  استخدام هذه الصفحات في عمليات حقيقية أصعب بكثير مما يبدو  سأركز هنا على مشكلتين  أولا  اللوجستيات  يحتاج المهاجم إلى عنوان بروتوكول انترنت IP ويحتاج إلى سيرفر افتراضي متصل  وهذه أشياء تتطلب دفع المال والتسجيل في مقدم خدمة  ما يعني أن تتبع المهاجم سيكون سهلا جدا في هذه الحالة  والحل البديل بالتالي هو استخدام خدمات خاصة تقبل منحه الخدمة بدون إجراءات وتقبل الدفع عن طريق عملة مشفرة مثلا  لكنها في هذه الحالة ستكون مكلفة  وأيضا  فأنظمة الحماية دائما ما تكتشفها  فنطاقاتها تعرف بشكل واسع وبالتالي تقوم أجهزة وبرامج الحماية بغلق هذه النطاقات هذا كله يقلل من إمكانية انشاء صفحة صالحة لاستخدامها ابتداء  ولكن هناك عائق آخر  ثانيا  العائق التقني  حسنا أي صفحة تريد محاكاتها   فيسبوك   جوجل هذه المواقع تستخدم تقنيات التشفير والتوقيع الاليكتروني  وهي مواقع معروفة تماما لمصنعي نظم الحماية وحتى المتصفحات  وهي بالتالي تستطيع تحذير المستخدم أو ابطال الهجوم حتى  بالمناسبة من الصعب جدا ألا يكتشف فايرفوكس أو كروم محاولة خداع بصفحة شبيهة بجوجل أو فيسبوك  في كثير من الحالات التي ينجح فيها المخترق يكون المتصفح قد حذر المستخدم من الخداع لكنه قرر المواصلة خدعة phishing يسهل كشفها وتجنبها  بشرط توفر الوعي الملائم عند المستخدم ,0
هل يمكن استخدام تطبيق Rufus في توسيع مساحة القرص C ,0,لا ولكن هناك بعض الأدوات المجانيه مثل Gnome Partition Manager و Resize c ,0
ما الفرق بين الهكر  Hacker  والكراكر  Cracker  ,1,أعتقد الهاكر هو من يسعى لاختراق الأجهزة الإلكترونية أما الكراكر يقوم بفك تشفير البرامج المدفوعة لاتاحتها بشكل مجاني للناس ,1
أريد تعلم Flutter إضافة إلى لغة Dart  لكني لا أعرف عنهما سوى أمر واحد حرفيا   وهو أنني إذا تعلمتهما فسأتمكن من برمجة تطبيقات الهاتف  ماذا يجب أن أعرف بالتفصيل قبل البدء في تعلم لغة Dart ومن بعدها Flutter ,0,هناك قناة اسمها على محمد على  Ali Muhammad Ali  صاحبها يلخص الكتب و هناك شرح طريقة لتعلم تلك اللغة و هى طريقة جيدة جدا,1
هل تعرف واتساب يدعم نسخة احتياطية في جوجل غير الواتساب العادي القديم وواتساب الأعمال  واتساب عمر ممتاز ولكنه لا ينسخ في جوجل ,0,كل النسخ المعدلة من واتساب غير آمنة ولا ينصح باستخدام أي منها ,0
هل تعل م البرمجة ذاتي ا لشخص لا يحمل حتى شهادة بمجال  علمي مضيعة للوقت  انا طالب ادب انجليزي  لم يسمح لي معدلي في الثانوية ان ادخل علوم حاسب او حتى اي مجال هندسي فلذلك اخترت التخصص الذي ادرسه حالي ا  ارغب و بشدة بتعلم البرمجة  و تحديد ا تطوير الويب باستخدام Javascript  و لقد تعلمت بالفعل اساسيات البرمجة و الــOOP باستخدام C   ولكن مسألة الشهادة الجامعية تؤرقني و بشدة فلذلك لا اعلم اذا ما كان يجب ان اكمل ام لا  فهل اكمل ام انه من المستحيل ان اعثر على وظيفة بدون شهادة جامعية  متعلقة بمجال  علمي على الاقل  ,0,عزيزي لا أحد يستطيع اخبارك بما هو في علم الغيب  لكن ردا على سؤالك  لا ليس مستحيلا ولا مستبعدا أن تجد وظيفة  فقط عليك أن تثبت جدارتك  ,1
كنت ادرس المواد الادبية في المرحلة الثانويه فلا اجيد الرياضيات هل يؤثر ذلك في تعلمي للبرمجة ام ليس له اي علاقه  ,1,تعتبر الرياضيات مادة مهمة في معظم التخصصات تقريب ا ومنها البرمجة  لكن هذا يعتمد على هدفك من تعلم البرمجة إذا كنت تحب أن تتخصص في تطوير المواقع الإلكترونية على سبيل المثال فربما لن تحتاج من الرياضيات أكثر مما ستدرسه في الجامعة  لكن إذا كان هدفك أن تصبح مختص ا في الذكاء الاصطناعي فربما احتجت لإصلاح علاقتك مع هذه المادة الكئيبة  لأنك ستحتاجها كثير ا وأخير ا يجدر بي أن أوضح أن الرياضيات جزء بسيط من التخصص لكن لا يعني أنك لن تتمكن من البرمجة إذا لم تتقنها ,0
كيف يمكن أن أتعلم لغة   C  سأبدأ بمشاهدة الفيديوهات ولكن كيف يمكن تطبيق ما تعلمته ,0,هنا شرح عن كيفية التسجيل والبدء في التمرين على الموقعhttps   youtu be XL1Wdk38gRw,0
متى آخذ القرار بترك العمل الحالي  أنا في حيرة من أمري منذ 5 شهور أن أترك العمل في المبيعات وأكمل تعليمي كمبرمج مواقع وأجلس في البيت أتعلم حتى تأتي فرصة عمل في المجال البرمجي كما أحب ,0,لا انصحك بترك العمل الا اذا كان لك دخل يكفيك لمدة طويلة لان البرمجة تحتاج لوقت طويل لتعلمها ووقت للعمل بهااذا كان لديك وقت بعد العمل فتعلم واكمل عملك الحالي الى ان تصبح متمكن من المبرمجة ولديك عمل مضمون بعدها قم بترك عملك,0
