Question,Subj_Q,Answer,Subj_A,Domain
بأي لغة تنصحون أن أبدأ البرمجة؟ وكيف أعرف اللغة التي تناسبني؟,0,صراحه هذا السؤال يتكرر كثيراً من قبل للمتبدئين ف برمجه و انا نفسي كنت مثلك قبل بدء ب برمجهو نصيحتي لك ان تبدأ ب لغه التي تناسب احتياجاتك،و اي مجال تريد التدخلهمجال اللعاب اومجال برمجه الويب اما (front end ) او (back end)او مجال ذكاء الاصطناعياختار مجالك و اتجاهاتك اول شيولازم تحب المجال الي تدخله ا أنه حيب رأي ف اي مجال دخلته ان لم تكن تحبه لن تبدع به و يمكن حتا ان تكرهك مجال برمجهو اخر نصيحه أبدا ب لغات قديمه و لتي ليس بها ادوات او (tools) جاهزةل تن لغات القديمه مطلوبه ل تبني اساس برمجي قوي.....ادعيلي وشكراً,1,سوفا
من أين تعلمت لغة البرمجة C؟,0,من كورس cs50,0,سوفا
أفضل طريقة لتعلم البرمجة؟,1,افضل طريقة هي مشاهدة كورس عبر الانترنت او حضوري والتطبيق مع المدرس ثم التطبيق على مشروع وبعد ذلك الممارسة والبحث المستمر.,1,سوفا
ما هي أفضل قناة على اليوتيوب لأتعلم Flutter منها، مع العلم بأنه ليس لدي خبرة سابقة غير CSS و HTML؟,0,اذا لم تكن لديك اي خبرة في فلاتر فبإمكانك البدء بالدورة في قناة php anonymous او قناة محمد عيسى,0,سوفا
هل برمجة الألعاب مربحة؟,0,"طيباولا السؤال واسع جدا, فخليني احاول اوصل لمرادك:لو قصدك انك تبقي game developer فده اه مربح. و من وجهة نظر مبرمج بشكل عام، و محب للالعاب بشكل خاص، احب اقولك أنه من 2015 و مجال صناعة الألعاب بدأ يدخل العالم العربي، مش معني كدة أنه بقي established و جاهز، لكنه بيبدا يظهر. خش علي قناة لويجي علي ال YouTube و هتلاقيه عامل فيديو عم صناعة الألعاب في مصر.لو قصدك بقي عن فكرة صناعة لعبة من الصفر، و تكون حاجة كبيرة و كاملة، فدي نقطة تانية، لانك هنا بقي لكن بقي لو قصدك أنها مربحة في العالم العربي، فدي نقطة تالتة خالص. نوعا ما جاوبت عنها في أول نقطة، لكن انت أما بتختار وظيفة، مش بتختار هي موجودة فين، انت بتختارها علشان انت بتحبها، حتي لو المكان الوحيد الي بيشغل الوظيفة دي هو مكان في قمة جبال الألب، برضه هتروحها لانك بتحبها.في الاخر، لو عاوز تعرف ازاي تبدأ، لو انت في مصر (لاني معرفش هل المكان الي هقول عليه موجود في دول تانية ولا لا) شوف معهد ITI فيه دبلومات game development. لو ملاقتش، دور علي Coursera أو Udemt.اتمني اكون جاوبت علي سؤالك",1,سوفا
من هو الهكر؟,0,الهكر هو عبارة عن شخص يطلق عليه هكر او مكتشف ثغرات او خبير امن معلوماتي او امن سيبراتي….انا بالفعل كتبت مقالة تفصيلية حول هذا الامر وادعوك لقراءتها من هنا…واذا كنت تريد البدئ بعالم البرمجة شاهد هذا الفيديوكيف ابدأ بتعلم البرمجة؟شرح شامل عن البرمجة ومجالاتها ولغاتها حتى تبدأ بمسارك الصحيحبالتوفيق للجميع 💖 #عبدالرحمن_جهيم,0,سوفا
كيف أعمل في البرمجة وأنا ما زلت طالب؟ ما هو أول شيء أتعلمه للعمل والربح من البرمجة؟,0,اولا يجيب تحديد مسارمثال:1-برمجة تطبيقات سطح المكتب2-برمجة تطبيقات الهاتف المحمول3-برمجة مواقع ويبيوجد الكثير من المجالات يجب أولا تحديد مسار و فيما بعد تعلم اللغات الخاصة بالمجالمثال :ينقسم مجال برمجة مواقع الويب إلى جزئينFRONT END : تطوير الواجهة الأمامية اللغات المستخدمة HTML — CSS — JAVASCRIPTBACK END : هو الجزء الذي لا تراه في الموقع، فهو مسئول عن تخزين وتنظيم البينات الخ..اللغات المستخدمة فى Back EndPHP — PYTHON — MYSQLوفى النهاية اتمنى هذا الفيديو يفيدك فى اختيار المسار,0,سوفا
أنا جيد في برمجة الواجهة الأمامية للويب، لكني لم أجرب مواقع العمل الحر. لذلك إذا ذهبت إلى المواقع العربية، فهل يمكنني العثور على وظيفة؟ لدي معرض تجاري قوي جدًا تعبت فيه، لكن لغتي الإنجليزية غير جيدة، فهل هذه عقبة بالنسبة لي في العمل والكسب؟,1,يمكنك ان تجد في المواقع العربية لكن المواقع الانجليزية تجد فيها فرص اكثر لذلك انصحك ب الدخول بهم جميعا اما عن الانجليزية يمكنك استعمال ترجمة قوقل لان التعامل ليس مع الزبون لايهم احترافك بالانجليزية وان اردت مواقع فإليك :خمساتاما عن الاجانب فهنالك الكثير مثل :freelancer ,1,سوفا
إن تعلمت لغة جافا سكريبت و CSS و HTML، هل سأجد عمل جيد وأستطيع أن أسمي نفسي مبرمجاً؟,1,تستطيع ولكن فى مجال البرمجة يجب تطوير نفسك دائما كتعلم بعض مكتبات الجافا اسكربت المستخدمة فى الويب وأيضا عمل مشاريع تظهر فيها ما تعلمته لان الشركات تهمها هذه المشاريع وليس ما تعلمته فقط,0,سوفا
كيف أفهم المعالجات الدقيقة 8086 من الصفر؟,0,تحتاج الى المستلزمات الضرورية التالية:1- مجموعة أوامر 8086 set of instructions of بالتأكيد بال assembly Language2- data sheets لمواصفات المعالج الدقيق 8086ومخطط عام للمعالج الدقيق 8086.3- Assembly compiler. مفسر لغة التجميع.4- board مختبري للمعالج الدقيق ل 8086 أو برنامج افتراضي يجعلك ترى حاسبتك وكأنها مبنية على المعالج الدقيق 8086.4- وأخيراً كتابة البرامج وتنفيذها على الحاسبة.,0,سوفا
هل تعرف برنامج أو أداة غير معروفة وبمواصفات مميزة ساعدتك في توسيع نطاق عملك على بناء تطبيقات وبرامج ومواقع إلكترونية؟,0,مثلا انصحك ب AWS ان كنت تعرفه فهذا جيد ان لا فهناك المزيد,1,سوفا
هل تعرفون الجهاز الذي تضعه البنوك في أماكن مختلفة لسحب أو إيداع المال، هل يمكنني معرفة من اخترعه؟ وما التخصص الذي يجب أن أدرسه حتى أخترع شيء مشابه له مع شاشته الخاصة وغيرها؟,0,ماكينات الصرف الآلى ليست آليات معقدة لا يمكن صنعها الا فى دول متقدمة وهنالك دولا مثل الهند تقوم بتصنيعها وهى صناعة تدخل فيها الروبوتات وفق برمجة محددة.اقرا المقال بالرابط ادناه الذى يتحدث عن هذا الموضوع ؛-,0,سوفا
"أنا أدرس الميكروكنترولر بيك ""PIC16F887"" وأنا على أبواب البدء في مشروع التخرج في هذا المجال، هل هناك موقع أو شخص معين في هذا المجال أتواصل معه لكي أتعلم بشكل صحيح وأستطيع كتابة مشروع تخرج؟ أرجو الرد.",0,من الافضل ان تقوم بتربص ميداني وتدرس عمل البيك وتقوك بمشروع يرتبط بمجال العمل,0,سوفا
هل يجوز لي أخذ دورات برمجة من اليوتيوب بدون أي شهادات وأتأسس فيها وأعمل في الشركات؟ وكيف أثبت للشركات التي سأقدم بها بأنني أخذت هذا الكورس؟,0,من خلال نبذة عن أعمالك اللي رح تدرب فيهابعد ما تتعلم المفروض أنك تعمل مشاريع وهي رح تكون مفتاح دخولك للعمل بالإضافة بخبرتك,0,سوفا
